cyp3a4_veith_cls,lipophilicity_astrazeneca_cls,cyp2c9_veith_cls,ld50_zhu_cls,ppbr_az_cls,cyp3a4_substrate_carbonmangels_cls,cyp2d6_veith_cls,cyp2d6_substrate_carbonmangels_cls,vdss_lombardo_cls,herg_cls,clearance_microsome_az_cls,ames_cls,half_life_obach_cls,bbb_martins_cls,bioavailability_ma_cls,clearance_hepatocyte_az_cls,dili_cls,solubility_aqsoldb_cls,caco2_wang_cls,pgp_broccatelli_cls,cyp2c9_substrate_carbonmangels_cls,hia_hou_cls
0.7801136585797757,0.6834243583858367,0.7196681556911891,0.6581467979080138,8.898875813896273,0.5594484629294756,0.5751997607874761,0.6465244229293733,0.5926303411120696,0.8290132547864506,0.5246489769910643,0.7923750220290195,0.39157084438805173,0.8884459036898061,0.627203192550715,0.3387999685722247,0.9134782608695653,0.9699637384983542,0.35630310534741766,0.9000266595574513,0.3306985499380808,0.9617283950617284
0.8240992441304332,0.6349701918478212,0.7300222073990769,0.6566200738295167,8.644633028477799,0.5499547920433997,0.6157199920962156,0.7077450744478964,0.5755249007356782,0.8160530191458026,0.5880737714300919,0.8019072235602812,0.46573055713284794,0.886843339587242,0.6787495843032924,0.3423529753392744,0.9330434782608695,0.828781610546917,0.33444928188899126,0.8845641162356706,0.32967375870187543,0.9695473251028806
0.8309143899147718,0.6103538471535734,0.7455533636360322,0.6445800362581813,8.052813416940197,0.588381555153707,0.6389708241459786,0.7020027059629643,0.6225805870274442,0.8101620029455081,0.626383615289942,0.8184299672991444,0.4553913687649745,0.9009928080050031,0.681077485866312,0.3106646537257325,0.9134782608695652,0.8222153077743732,0.2948836834424366,0.9014929352172754,0.31255665451480585,0.9851851851851852
0.8316566146022399,0.60245820277814,0.7562733101566994,0.6382893496979235,7.554784276043927,0.581374321880651,0.6533115139926795,0.6460049371874618,0.6182263804146908,0.8213549337260677,0.6130353326531262,0.8240419824159472,0.47642097058328187,0.901031894934334,0.7349517791819089,0.3338500966060167,0.9491304347826086,0.8462448346231479,0.29424706418198815,0.9054918688349773,0.3092862329622907,0.9843621399176954
0.8329735373699505,0.5877090818478304,0.7532254376341546,0.6249663921860784,7.986430525603118,0.5877034358047016,0.6419432478502999,0.6276007411635693,0.6102608231167894,0.8201767304860088,0.6062606360901355,0.8276312440032113,0.5061946135195005,0.8907129455909943,0.7292983039574328,0.3557889276810731,0.9160869565217391,0.8367160705206619,0.28882511653670434,0.8900959744068249,0.33390538638116457,0.9790123456790123
0.8282120839847749,0.5803722102808145,0.7573030868319197,0.6293951745452675,7.973612821131576,0.6094032549728753,0.6416127847019818,0.604608799930364,0.6232683395762352,0.8057437407952872,0.5876613244946846,0.825610448608745,0.4949090686791725,0.906816760475297,0.7429331559694048,0.35987653590444807,0.9595652173913044,0.8208268418537256,0.334430994551338,0.9001599573447082,0.4013088689355548,0.977366255144033
0.8305362802129349,0.5838578569339589,0.7503439670578486,0.6336623136793971,7.859242428909114,0.5589963833634719,0.6395557454186576,0.6418550411982797,0.6282687112820704,0.8131075110456554,0.6015549915088984,0.8296931602341929,0.48683820896950203,0.9202235772357724,0.7253076155636848,0.30574962977805087,0.9491304347826087,0.8134193087191182,0.29971374190408906,0.8898293788323114,0.3564426855037357,0.9711934156378601
0.8276096106324342,0.6047825274662825,0.7587989089974727,0.6263073899007134,7.713956104325658,0.5580922242314648,0.6549508027321895,0.62537867100888,0.6222250142811305,0.7868924889543446,0.6410152555398225,0.8271593334508214,0.4457082883638286,0.9104909318323953,0.7302959760558696,0.3158807041901546,0.9417391304347826,0.8071428688645715,0.2855306260768682,0.8836976806185017,0.3741582033246733,0.9769547325102881
0.8326663584261831,0.5960222257979746,0.7567224677837179,0.6098167315800554,7.811746335441684,0.5415913200723328,0.6539659653884389,0.6520156512999999,0.6312058253415328,0.8042709867452136,0.6565007632055666,0.8286377254303001,0.45895483991511915,0.9051360225140712,0.7332889923511805,0.3512012896490073,0.9334782608695651,0.8053282601432852,0.286801986995085,0.8964276193015196,0.36790921215254757,0.9691358024691359
0.8347394561301156,0.5981737228160768,0.7510864391610489,0.6251062861392237,7.639264632801951,0.5831826401446654,0.646058556812101,0.6121790025895407,0.6312219404806201,0.7863033873343153,0.6188942379490693,0.823679727427598,0.48984069561277926,0.910334584115072,0.7366145660126371,0.2957421579120804,0.9204347826086956,0.7969733694245541,0.2858467252624848,0.9096907491335644,0.36159553214680507,0.9625514403292181
0.8305770684199476,0.5933484370535285,0.7470619015471256,0.6334453965581963,7.758216792448066,0.5793399638336347,0.623052836410981,0.609038572201324,0.6369111044216391,0.7739322533136966,0.644843740247411,0.8339716853668566,0.5363194815382796,0.9009537210756723,0.7030262720319255,0.3580560356526931,0.921304347826087,0.8062802665294222,0.28776466736151735,0.9125566515595841,0.36578406451726764,0.9765432098765433
0.8275706392803088,0.599260059653471,0.7521049791729972,0.6302689855773007,8.172963376457309,0.546112115732369,0.6220676917197231,0.5800973951904111,0.6306178826864439,0.8010309278350516,0.6514497085186441,0.8366367072000627,0.5012603889221408,0.9021263289555973,0.6804123711340206,0.39896395536887697,0.8965217391304348,0.8079058366791239,0.2791182337215215,0.9138896294321514,0.37350548450957566,0.9786008230452675
