cyp2d6_veith_mean,hia_hou_mean,ppbr_az_mean,pgp_broccatelli_mean,dili_mean,cyp2c9_veith_mean,ld50_zhu_mean,lipophilicity_astrazeneca_mean,cyp3a4_veith_mean,herg_mean,bbb_martins_mean,bioavailability_ma_mean,clearance_hepatocyte_az_mean,cyp2d6_substrate_carbonmangels_mean,cyp2c9_substrate_carbonmangels_mean,clearance_microsome_az_mean,ames_mean,solubility_aqsoldb_mean,vdss_lombardo_mean,caco2_wang_mean,cyp3a4_substrate_carbonmangels_mean,half_life_obach_mean
0.5086448864364018,0.860082304526749,9.0466465184718,0.8569048253798988,0.8382608695652174,0.6644887348270191,0.6777173290639833,0.8140482732795533,0.7151397024176398,0.7913107511045655,0.8551829268292682,0.630196208846026,0.2697412649975774,0.7018044007418887,0.353259235530648,0.3555576761757687,0.7291429242789168,1.33934058407856,0.5227374233607913,0.40222437256657523,0.5790009041591321,0.400447083215874
0.5116564333986378,0.8390946502057613,8.806012837916244,0.868235137296721,0.8291304347826087,0.6655706710577663,0.6811710725062916,0.8188941066343159,0.7030912781266481,0.7842415316642121,0.8638211382113822,0.6305287662121716,0.255329568864919,0.6744520726618529,0.3318725470474066,0.3630481959798747,0.7283772934657032,1.3365661976149668,0.46266798249122315,0.41443553626564783,0.5814873417721519,0.38920542780282585
0.5205611539946339,0.8695473251028806,8.902333478103449,0.8648360437216742,0.8121739130434782,0.6686345112015148,0.6846611685823846,0.820568890076308,0.6937821404681248,0.7736377025036819,0.843144152595372,0.6707682075157964,0.2659215302290728,0.698026292596852,0.3295794163327897,0.3726259489853676,0.7301846521373043,1.3532813967128379,0.47340066512337553,0.42123702632322213,0.5498417721518988,0.387454178380702
0.5196433466241033,0.8769547325102881,8.75094260274628,0.8488403092508664,0.811304347826087,0.6722034251770448,0.6803322524779221,0.8208811515739985,0.701153791230066,0.7833578792341679,0.8523295809881176,0.6744263385433987,0.2842760410814679,0.6543911284677639,0.3903237898004343,0.3908628224196951,0.7258512992226204,1.349881348349357,0.47493836129822325,0.4455303292089106,0.5862341772151899,0.37813938514519946
0.5224516471930876,0.8925925925925926,8.849326072975442,0.8658357771260997,0.8204347826086956,0.6745414776678679,0.6817222895022175,0.8273050102589741,0.7027205623378576,0.7745213549337261,0.85291588492808,0.6740937811772532,0.2588068925382939,0.6552892012002828,0.3309213559395577,0.4113976975686687,0.725087626544479,1.356118256164097,0.4870980135043977,0.43341795335944877,0.563630198915009,0.37345881739999676
0.5039277967196738,0.8905349794238683,8.824589527742361,0.8573713676352972,0.8526086956521739,0.6781696416392294,0.6830046335137746,0.8160526686481067,0.7100817422232455,0.7294550810014727,0.8509224515322076,0.6531426671100764,0.2376559943009953,0.6295101226898605,0.3627390105622299,0.4081753821853627,0.7361080107305803,1.3325695687125143,0.45997779395003413,0.4253951801367456,0.5550406871609403,0.3331873978892918
0.5239515154019209,0.9,8.75164762897256,0.8593708344441482,0.8334782608695652,0.6768869155162933,0.6871324562936093,0.8156761353016787,0.7082987237723998,0.7527245949926363,0.852212320200125,0.6514798802793481,0.2407124091062011,0.6434760027891082,0.364468231505747,0.4018761873739916,0.7391294131469188,1.3419870274714012,0.4484008859669849,0.43218769410843066,0.5760623869801085,0.36063176905605654
0.5256671301547234,0.9152263374485596,8.91762405348413,0.8561050386563583,0.8043478260869564,0.6707093466192191,0.6852200055180447,0.82325223815654,0.7028478470625844,0.76480117820324,0.8599515322076298,0.6092450947788492,0.2736633835633146,0.6756939208639754,0.3635370134680161,0.4087378102935209,0.7450233997141122,1.3293606795727766,0.4840418553529677,0.4291736190021557,0.5945976491862569,0.38492242782336983
0.5410945313888907,0.9209876543209876,8.844862832434384,0.8532391362303386,0.8182608695652174,0.6620860388648683,0.6856208633273155,0.8175977477147465,0.7076959854411387,0.7650957290132548,0.8521341463414634,0.6178915862986364,0.280045056696999,0.6376492508659825,0.340309921667432,0.4180655952509434,0.7314966026356498,1.3589717398331922,0.4906391853580363,0.3977144080385649,0.5604656419529837,0.38382484810198303
0.5355686955255516,0.9111111111111112,8.752474362879623,0.8453079178885632,0.7882608695652173,0.6586445740358398,0.6887740981111024,0.7920739585735969,0.7266800188567444,0.7910162002945508,0.8416197623514697,0.6395078150981044,0.281229228403414,0.6501896669631846,0.3655272923010308,0.4765513011889873,0.7202138283498796,1.345722236170269,0.4710634501125183,0.38237836824022237,0.5713155515370706,0.3378947953610173
0.5372037661627119,0.9213991769547324,8.895163301538537,0.8629032258064516,0.7978260869565217,0.6685853426012719,0.6918375680088513,0.7916981718008006,0.7282340880866544,0.7709867452135494,0.8503361475922451,0.6325241104090457,0.2262280442218825,0.6268630448416724,0.4403539088461373,0.4955812550667378,0.7297519042863576,1.3394162119794804,0.46777960064108043,0.3853396750731081,0.6092902350813743,0.38657123647149755
0.5655481471137526,0.9016460905349796,8.817044185591332,0.8715009330845107,0.8247826086956522,0.6718584958916531,0.6917834625689361,0.7808533786378269,0.7434920653142177,0.775699558173785,0.8663227016885553,0.6584635849684071,0.2554958624101607,0.6396359344775566,0.3345803648233263,0.4916726637696389,0.722908222209168,1.3544290148915323,0.5005692300950011,0.36718323378886125,0.6330244122965643,0.40426178251420497
