cyp2d6_veith_mean,hia_hou_mean,ppbr_az_mean,pgp_broccatelli_mean,dili_mean,cyp2c9_veith_mean,ld50_zhu_mean,lipophilicity_astrazeneca_mean,cyp3a4_veith_mean,herg_mean,bbb_martins_mean,bioavailability_ma_mean,clearance_hepatocyte_az_mean,cyp2d6_substrate_carbonmangels_mean,cyp2c9_substrate_carbonmangels_mean,clearance_microsome_az_mean,ames_mean,solubility_aqsoldb_mean,vdss_lombardo_mean,caco2_wang_mean,cyp3a4_substrate_carbonmangels_mean,half_life_obach_mean
0.5505269748497381,0.8930041152263375,8.708413900681485,0.8555718475073314,0.846086956521739,0.6683451273510252,0.693807042016712,0.7732473703722159,0.7496618472425425,0.7621502209131076,0.854088492808005,0.6950448952444297,0.3117984172715338,0.6394703013138392,0.4026458143143091,0.5201372071344419,0.7185494135385458,1.364962627532091,0.45724601795313585,0.37730277419047936,0.6065777576853526,0.37674423936601453
0.5717720911315027,0.9024691358024692,9.126497720318078,0.8721007731271659,0.8339130434782609,0.6730100746815136,0.6995218428713703,0.7658517208737987,0.7539113931773163,0.7842415316642121,0.8686679174484052,0.6405054871965413,0.3567700577629752,0.6525945008656893,0.3812219235818931,0.4905870070881336,0.7300514989523977,1.3380933775848012,0.49813116550404907,0.4798774793539194,0.6151672694394213,0.35936833284343794
0.573198877869602,0.8893004115226337,8.552716634302964,0.8563049853372434,0.7917391304347826,0.6858030446548828,0.6945864813789141,0.7662843151904998,0.7526355012508433,0.7683357879234167,0.8655409631019386,0.6561356834053874,0.366602169490662,0.6295799532917543,0.3808528999108909,0.5159576277488668,0.7294581840255341,1.336571803522987,0.49455724352903946,0.4086977403399458,0.6212703435804702,0.37989795176546587
0.5500446089057325,0.8967078189300413,8.648032521848325,0.8595707811250334,0.7708695652173913,0.6838019690639752,0.6907375936469465,0.7379307419334847,0.7480791977852906,0.7895434462444771,0.8596779237023139,0.6933821084137013,0.2978546799097962,0.6296271100183208,0.4127490206520395,0.4840634091426994,0.7287552135346296,1.3419735430413817,0.5033618277458739,0.47934567678705575,0.5903028933092225,0.4150887966991738
0.5727746663224339,0.91440329218107,8.631193264148854,0.8623700346574248,0.851304347826087,0.6791444143610069,0.6767526249724247,0.7533970900390831,0.7545871182381868,0.7412371134020619,0.8757817385866167,0.7010309278350515,0.2757120552242532,0.6445067597628837,0.327800314164358,0.4418296030936249,0.7237286808044019,1.3252789125098259,0.49495284420147323,0.48496513210365383,0.6070298372513563,0.44614542468232476
0.5680239537285289,0.891358024691358,8.822996365111551,0.8537723273793655,0.8265217391304347,0.692333356500145,0.6900031844217819,0.7536871026286056,0.7648637277941509,0.7692194403534609,0.8648373983739838,0.7130029930162953,0.2836517605889035,0.6332837366015116,0.3908044083305109,0.4827584623099324,0.7300534570874699,1.3429289568245342,0.4418654173022838,0.41790427170530886,0.5984403254972875,0.38100772681709033
0.5755178404080172,0.9234567901234568,8.710828094482423,0.8425753132498001,0.8413043478260871,0.6773579419208815,0.690183128116902,0.7480927352784644,0.7610841156480831,0.7780559646539028,0.8642120075046904,0.7512470901230461,0.3313328397133271,0.6195535915202545,0.3397372606259383,0.46838075467229,0.7348567624194716,1.3551035548425794,0.4616631255926495,0.44868226187056665,0.5912070524412298,0.3261263016817034
0.5646323935757823,0.8736625514403292,8.595652350437494,0.8557717941882166,0.8252173913043479,0.6791510293388655,0.6856830151232718,0.7601526747679427,0.7689183913383048,0.6846833578792342,0.8577235772357724,0.740605254406385,0.2255790391539821,0.6226795999363344,0.3784024631768725,0.4609481820066003,0.7425463588478334,1.3649530892008064,0.4712401967992824,0.4061108172074538,0.597762206148282,0.40711305072376314
0.556199218375937,0.8962962962962964,8.909181483233416,0.866435617168755,0.7913043478260869,0.6875765721124263,0.6781493812736542,0.7646627352663449,0.7690690397654676,0.8075110456553757,0.8257113821138211,0.6893914200199535,0.2389784183471468,0.5982284106783435,0.3226459708792231,0.5132818334161144,0.7473809943409897,1.3498811657679544,0.5025092849038354,0.40198520689321665,0.6264692585895116,0.3302361279717851
0.5347420850344058,0.8407407407407407,8.95695401321223,0.868968275126633,0.7626086956521739,0.6828147709848769,0.6969715530062561,0.7822823612799957,0.7586119207266973,0.7624447717231222,0.843378674171357,0.6421682740272697,0.2705599211415361,0.565760597659252,0.2953216957824499,0.4998869546947484,0.7351700640310168,1.3571009537688277,0.43879782260053374,0.3868091005902637,0.6495253164556961,0.36554404807577423
0.5360297173481161,0.908641975308642,8.813332877453464,0.8594374833377765,0.7178260869565217,0.6841759634394882,0.7079330357866456,0.7992948025645954,0.7618179070477462,0.7515463917525773,0.8283692933083177,0.7276355171267044,0.2272992176349219,0.6268803004947432,0.3734698059070771,0.4797804338826952,0.7275333372496035,1.3747268588975683,0.422778334661349,0.4105098020717412,0.5905289330922242,0.3628952223481608
0.4853418809183383,0.8794238683127572,9.028038974338106,0.8303785657158091,0.7169565217391305,0.6647101328109929,0.6966291105285871,0.8124190524263042,0.7357672492761376,0.6723122238586156,0.8459584115071921,0.6807449285001662,0.2495212351734313,0.6005494393527363,0.3837455714409777,0.4296487737330002,0.721850829270203,1.3985257944294145,0.4819234943277802,0.6348829386248914,0.5500678119349006,0.23016856523992796
