cyp3a4_veith_cls,lipophilicity_astrazeneca_cls,cyp2c9_veith_cls,ld50_zhu_cls,ppbr_az_cls,cyp3a4_substrate_carbonmangels_cls,cyp2d6_veith_cls,cyp2d6_substrate_carbonmangels_cls,vdss_lombardo_cls,herg_cls,clearance_microsome_az_cls,ames_cls,half_life_obach_cls,bbb_martins_cls,bioavailability_ma_cls,clearance_hepatocyte_az_cls,dili_cls,solubility_aqsoldb_cls,caco2_wang_cls,pgp_broccatelli_cls,cyp2c9_substrate_carbonmangels_cls,hia_hou_cls
0.73052002963103,0.7188284154892677,0.6496250681402391,0.6675813129209537,8.535659141069578,0.6374321880650995,0.44646591298495575,0.5533017931785598,0.5100230984640954,0.7901325478645066,0.6233805925618943,0.6868746206113299,0.4486497984302724,0.8652673545966229,0.6681077485866312,0.28990249373171517,0.8526086956521739,0.9785632893404229,0.4606152170890725,0.8764996001066382,0.3562205407853009,0.8530864197530865
0.7777281571635495,0.6895385523406522,0.7252978925595375,0.6432808634283095,8.545373824790673,0.6476039783001809,0.5778499137839083,0.6497469681136159,0.5290524785102337,0.8051546391752576,0.6019288070509067,0.7698858407252933,0.4768795144410691,0.8738664790494058,0.6361822414366478,0.3454753414741132,0.9056521739130435,0.8878239613204568,0.44918431138339204,0.8910957078112504,0.37526574290098347,0.9193415637860083
0.7961470261422933,0.678399092100727,0.7190941093749601,0.6527020239649347,8.568236663253218,0.5994575045207956,0.6169203498441213,0.6680086748147044,0.5770152911796567,0.8151693667157585,0.6412504525525754,0.7876402514245432,0.45060348795201494,0.8830128205128205,0.6737612238111074,0.345336791207134,0.9013043478260869,0.8316070239322103,0.4367653413245904,0.9038256464942681,0.3503532776542905,0.9395061728395062
0.8011108655309052,0.6693806454482976,0.7306226864980828,0.6288904785013005,8.466024558926808,0.5831826401446655,0.6188538815787762,0.5772153667105984,0.6186406954421938,0.8172312223858615,0.637880431587237,0.8034776478881513,0.47353068084137806,0.8924327704815511,0.6877286331892252,0.31293812719909503,0.8995652173913044,0.8241093783132437,0.4021031407814781,0.9049586776859504,0.40185201232049156,0.9662551440329217
0.805962054620412,0.6439725178697457,0.733057010261173,0.6283438904133797,8.40434595649625,0.5929023508137432,0.5680320509087405,0.5871513944110938,0.6436716651903662,0.8057437407952872,0.6199122887868789,0.8090113376020679,0.4914431600519613,0.9045497185741087,0.6774193548387096,0.3634597927301288,0.8891304347826088,0.8137399065744563,0.31170971191490093,0.8888962943215143,0.3680256234923376,0.9662551440329219
0.8020403275486788,0.63014158438767,0.7315760094155436,0.6213040164939767,8.533469914094901,0.579113924050633,0.6036795198576533,0.610847092724837,0.6306360771983167,0.8184094256259205,0.6262211361941754,0.8034130294307702,0.4869065027355554,0.9043151969981238,0.6168939142001996,0.3657946458228259,0.8891304347826087,0.829521812456697,0.28986079466603043,0.898493735003999,0.3993337320978229,0.9292181069958847
0.8027247808244244,0.637327276855175,0.7281180628900248,0.6282728520136563,8.398087577348875,0.5608047016274864,0.6096571086140901,0.6682732113572933,0.6554248000169832,0.8101620029455081,0.6308887174907399,0.8200395543284577,0.517426498972215,0.8772279549718576,0.6305287662121716,0.3179923864933747,0.9182608695652175,0.8049639170672317,0.28922308899663574,0.9100239936017063,0.3462090605419794,0.9477366255144033
0.8114632899320464,0.6246113069056332,0.7264245091555096,0.6504007884575324,8.158172737875104,0.5490506329113924,0.6056575417106713,0.72262471630106,0.657362775453032,0.7812960235640648,0.6319056321110966,0.7980947345747911,0.5293315658331705,0.9016963727329581,0.7176587961423345,0.3259917431872716,0.9013043478260869,0.8075546602665922,0.33449516790026995,0.9036923487070114,0.34117601465552183,0.971604938271605
0.7988432908480786,0.6378607902099334,0.7417396066290995,0.6703945287219242,8.088028585645889,0.5244122965641953,0.6146621065765441,0.7084724414267445,0.6385709637476326,0.7745213549337261,0.6379440597646,0.8038222796608511,0.4752136343619803,0.891494684177611,0.7292983039574327,0.34683566699323415,0.903913043478261,0.845920004807422,0.3943543761161721,0.8967608637696615,0.28477129604108375,0.962962962962963
0.8010456544437248,0.6317295656978553,0.7288597912608398,0.6725575792270037,7.9455974706014,0.5847649186256781,0.6325511778798433,0.6686736021332529,0.666170998572241,0.7898379970544919,0.6244446602065468,0.8007029704909046,0.45553771254937475,0.909631019387117,0.6787495843032922,0.37794828533091124,0.9039130434782608,0.8515019046903212,0.43567273597160594,0.9028259130898427,0.3472455783461511,0.9666666666666667
0.806048299135435,0.6470346845972041,0.7276569993343308,0.6706016442598284,8.57872533986598,0.5284810126582279,0.6255409766823999,0.6805637872494894,0.620237653741427,0.778939617083947,0.6333747612777124,0.7998257259785779,0.4694574455089061,0.8997029393370857,0.6993681410043231,0.3708282862225651,0.9234782608695652,0.8410460259379571,0.45772846855763866,0.8972940549186883,0.32144339436532504,0.9736625514403292
0.7993786376765785,0.6589538874439007,0.7129138865325508,0.6779174828471286,8.575651389698924,0.5339059674502713,0.6203187108675081,0.6476514620245499,0.6347542749999204,0.7539027982326951,0.5578395931168172,0.8031898020325442,0.46444517089319964,0.8853580362726704,0.6581310276022614,0.3574295645310035,0.9104347826086956,0.853052065826603,0.4972399437665667,0.9027592641962143,0.30332881216976915,0.9798353909465021
0.8104517800160966,0.6880129326694601,0.7140702157847398,0.6711921022625511,8.26653844692089,0.5214737793851718,0.5869397348303432,0.6553902423526583,0.6442252981944949,0.7827687776141384,0.5564181850832236,0.7891656386457538,0.42860557809359306,0.8872342088805504,0.6847356168939143,0.35528232545506355,0.8782608695652174,0.8452620847645329,0.44126410522645393,0.8954278858970941,0.3065293828544344,0.9736625514403292
0.8076315938404572,0.6405737372610186,0.7082354855633781,0.6849383200773206,8.315527793507517,0.4844032549728753,0.605431468430088,0.6196199704628037,0.6967897628381412,0.7839469808541975,0.5604080126691259,0.7925943331571013,0.5120215352017013,0.8861397748592871,0.6587961423345526,0.3149925485232002,0.893913043478261,0.8451527526240551,0.3376605250180088,0.9077579312183418,0.36940959019129427,0.9823045267489712
