ames,bbb_martins,bioavailability_ma,caco2_wang,clearance_hepatocyte_az,clearance_microsome_az,cyp2c9_substrate_carbonmangels,cyp2c9_veith,cyp2d6_substrate_carbonmangels,cyp2d6_veith,cyp3a4_substrate_carbonmangels,cyp3a4_veith,dili,half_life_obach,herg,hia_hou,ld50_zhu,lipophilicity_astrazeneca,pgp_broccatelli,ppbr_az,solubility_aqsoldb,vdss_lombardo
0.7842095987781237,0.8537367104440277,0.6883937479215165,0.5235216305780417,0.3113134990857413,0.418840431014769,0.461025642368718,0.7261028507294456,0.6875490660977132,0.603955049237412,0.6044303797468354,0.7950814775108478,0.862608695652174,0.2351195826119552,0.8505154639175257,0.9139917695473252,0.6917702533004741,0.7169434001199482,0.8654358837643294,8.522553295329809,0.9029870418187668,0.5067693998980467
0.7773463353502124,0.864524702939337,0.7066844030595277,0.4243612218659952,0.3183177188608271,0.3798630594013327,0.3542132226706465,0.717706700527703,0.6651206183178584,0.5624614477183127,0.5924502712477396,0.8054903642004946,0.8439130434782609,0.3892098313330619,0.7918998527245951,0.960082304526749,0.6563006563783912,0.7135678923547241,0.8965609170887764,8.4903137338279,0.902755027366433,0.5551137774736017
0.7729072431416318,0.89380081300813,0.6671100764881941,0.4215274173720643,0.3271782207029697,0.4182620963312365,0.3656391914315103,0.7302922219997011,0.6391860334701498,0.6152961163603619,0.60623869801085,0.8096693219699486,0.8721739130434782,0.3748047248219365,0.8360824742268042,0.9337448559670782,0.6773876148186759,0.674720572565636,0.8842975206611571,7.789126821850889,0.855188793999653,0.5395262792305964
0.7800426873445729,0.8650719199499688,0.696707682075158,0.4669058671226279,0.3831351063944299,0.3704114345192802,0.3837442542948329,0.7354623832606073,0.6894773159303758,0.6197101981963621,0.5641952983725136,0.82819491189233,0.8830434782608696,0.3250063740536252,0.8110456553755524,0.9703703703703704,0.6489371759578959,0.6332109904522855,0.9072247400693148,8.088320897638052,0.8325771556548668,0.5281115623248129
0.7979596232548121,0.8752345215759849,0.6740937811772532,0.4544015445496877,0.3825982590349145,0.4001002284551569,0.4114269173786651,0.754790710713937,0.644386744970424,0.6330139960291157,0.5793399638336347,0.8173619495628291,0.9069565217391304,0.3888854359443081,0.8293078055964653,0.9666666666666668,0.640809323781367,0.5896344550110215,0.895427885897094,8.022158668932658,0.815837904187348,0.5864514848800747
0.8053085041806184,0.8631175734834271,0.6730961090788161,0.4480602665981966,0.3106489509458718,0.4609276297968265,0.3784159447861299,0.7553863359976722,0.6777954241315047,0.6372087492131486,0.5813743218806511,0.8307499504770441,0.8952173913043479,0.3323089288951947,0.8263622974963182,0.9209876543209876,0.6229466351954023,0.5509178179676959,0.9086243668355104,7.507778004833728,0.8134882091066202,0.5458319772025041
0.8015469267070042,0.896849593495935,0.6704356501496508,0.4159229758003007,0.3543663049360799,0.4405529784311999,0.4033370083302587,0.7591504117549899,0.6221440206279161,0.637990096813515,0.666365280289331,0.8426301319469175,0.8782608695652174,0.2820227655122161,0.8419734904270987,0.9839506172839506,0.6461583264271141,0.5447564341321693,0.8984270861103706,7.554089210783316,0.8100679629280975,0.5015506940497382
0.8200630519493235,0.8925109443402126,0.7133355503824409,0.3961816907028248,0.3911441296780923,0.5448088832580905,0.3808925595678512,0.7522702834024314,0.6877160832604127,0.6600844056068703,0.6885171790235081,0.8512029481457575,0.9039130434782608,0.3067036447513081,0.8378497790868925,0.9617283950617284,0.636478458274406,0.5323582061371881,0.9029592108770996,7.221278252349782,0.7902750492302788,0.472528368239875
0.8359454855195912,0.8875859912445277,0.7263052876621217,0.363234480602889,0.3508482324509927,0.5815575643376388,0.3567276724182918,0.7714743444804977,0.6136229304478716,0.6747324463246591,0.6998191681735986,0.8445833480119778,0.9060869565217392,0.2357683733894627,0.814580265095729,0.9534979423868312,0.5981775083796813,0.508490527764962,0.9219541455611836,7.335673295771854,0.7854367607027535,0.4805001636561327
0.8192210538682958,0.8936835522201375,0.6804123711340206,0.3176046466000857,0.4127390037453594,0.5841543893262703,0.3573171078308061,0.7789200647671546,0.6463537629005951,0.6409586953757465,0.6740506329113923,0.8470578352404903,0.8973913043478261,0.2833935189594312,0.857879234167894,0.9724279835390948,0.6317395865559464,0.4966981518865694,0.9166222340709144,7.249387598220802,0.7954174856331526,0.4482470123808609
0.8168184221347589,0.8687460913070669,0.6754240106418355,0.3117814337190201,0.447680289633067,0.5942809273753528,0.3724935649203178,0.7743707283766138,0.6489814388125675,0.6496352516580511,0.6268083182640145,0.8508521886255631,0.8860869565217391,0.3346114044364244,0.8298969072164949,0.8502057613168725,0.593991125896816,0.4989731684677515,0.9250866435617168,7.370835495444242,0.7814978032305476,0.4501127296126149
0.7779768548434471,0.8974749843652282,0.6754240106418357,0.3345157724275547,0.4965191170248493,0.6083717281176468,0.44853314761968,0.7700671017091618,0.6563661833347739,0.6614817313604601,0.6570976491862568,0.8517029105324375,0.9204347826086956,0.2764714579573022,0.836377025036819,0.9547325102880658,0.6702712121320398,0.4875811916502026,0.9105571847507332,7.425122816279105,0.9320004567391768,0.4956832238923661
